database_id,chemical_shift_x,chemical_shift_y,intensity
bmse000306,2.016,39.996
bmse000307,7.497,131.488
bmse000307,7.458,131.157
bmse000307,7.478,128.683
bmse000307,5.041,72.256
bmse000307,3.298,47.812
bmse000308,3.997,62.465
bmse000308,3.235,42.95
bmse000309,3.172,39.154
bmse000309,1.737,30.109
bmse000309,1.779,29.02
bmse000310,6.868,123.813
bmse000310,6.811,122.474
bmse000310,6.91,119.698
bmse000310,6.9,118.245
bmse000311,8.0844,144.5966
bmse000311,6.123,99.3758
bmse000311,5.996,91.8494
bmse000311,4.3364,77.0616
bmse000311,4.3364,72.38
bmse000311,4.2384,86.2398
bmse000311,4.05,65.6502
bmse000311,3.969,65.6502
bmse000312,5.4948,71.1638
bmse000312,4.5819,63.03
bmse000312,4.1676,75.3481
bmse000312,1.6121,33.3993
bmse000312,1.5162,29.2323
bmse000313,5.2187,94.8421
bmse000313,4.645,98.6873
bmse000313,4.4948,105.3979
bmse000313,4.19365,71.5182
bmse000313,4.1385,71.3567
bmse000313,3.9743,73.1497
bmse000313,3.9083,63.42
bmse000313,3.864,71.3567
bmse000313,3.8357,71.5182
bmse000313,3.73,63.42
bmse000313,3.7105,75.3619
bmse000313,3.6183,77.589
bmse000313,3.54,74.1171
bmse000313,3.4842,78.3387
bmse000313,3.5022,78.3387
bmse000313,3.4724,72.1797
bmse000313,3.5161,72.1344
bmse000313,3.4724,78.6321
bmse000313,3.3768,72.3108
bmse000313,3.3083,75.7944
bmse000313,3.2465,76.7283
bmse000314,3.885,54.2652
bmse000314,3.781,58.7894
bmse000314,2.1693,40.2186
bmse000314,1.5644,28.4115
bmse000314,1.5042,31.3442
bmse000314,1.2839,28.0947
bmse000314,1.2839,31.3154
bmse000314,1.099,17.0608
bmse000315,7.4076,132.4261
bmse000315,7.3829,132.3958
bmse000315,7.2152,118.0114
bmse000315,7.1568,126.0646
bmse000315,5.122,103.2087
bmse000315,4.71,61.9627
bmse000315,3.9188,63.2196
bmse000315,3.7554,63.2196
bmse000315,3.6254,75.6883
bmse000315,3.6019,78.8267
bmse000315,3.6099,78.3124
bmse000315,3.5084,72.1118
bmse000316,6.953,116.583
bmse000316,6.938,119.0664
bmse000316,6.856,121.201
bmse000316,4.931,71.061
bmse000316,3.271,57.239
bmse000316,2.755,35.662
bmse000317,6.47,135.2587
bmse000317,5.926,134.828
bmse000317,5.157,109.36
bmse000317,5.021,109.36
bmse000317,4.162,71.744
bmse000317,3.094,56.366
bmse000317,2.57,57.2225
bmse000317,2.283,45.5793
bmse000317,2.283,52.6367
bmse000317,1.927,46.781
bmse000317,1.719,46.781
bmse000317,1.971,40.506
bmse000317,1.79,40.506
bmse000317,1.79,19.206
bmse000317,1.225,16.4266
bmse000318,7.193,144.046
bmse000318,6.7094,107.631
bmse000318,6.301,124.415
bmse000318,3.814,58.689
bmse000319,2.942,46.217
bmse000319,1.586,27.043
bmse000319,1.102,16.266
bmse000319,0.897,13.106
bmse000321,7.323,125.214
bmse000321,6.717,119.637
bmse000321,6.949,119.687
bmse000322,6.735,124.204
bmse000322,6.833,119.66
bmse000322,6.9,118.995
bmse000322,3.925,58.277
bmse000322,3.158,38.047
bmse000322,3.006,38.047
bmse000323,7.725,143.932
bmse000323,5.948,98.623
bmse000323,3.962,88.893
bmse000323,6.168,88.165
bmse000323,4.34,72.824
bmse000323,3.706,63.74
bmse000323,2.264,41.44
bmse000324,7.367,132.21
bmse000324,7.444,123.163
bmse000324,7.047,120.352
bmse000324,7.362,118.075
bmse000325,2.766,1.077
bmse000325,8.779,35.376
bmse000326,7.009,123.822
bmse000326,6.863,119.605
bmse000326,7.32,118.29
bmse000327,7.651,141.965
bmse000327,3.868,58.278
bmse000327,3.042,36.501
bmse000327,2.933,36.513
bmse000328,7.405,124.975
bmse000328,7.445,119.395
bmse000328,6.952,117.845
bmse000329,6.736,123.83
bmse000329,6.839,119.568
bmse000329,6.884,118.933
bmse000329,3.418,46.115
bmse000330,7.62,147.703
bmse000330,7.027,117.58
bmse000330,6.574,114.282
bmse000331,7.241,132.877
bmse000331,7.188,130.069
bmse000331,6.961,123.122
bmse000331,6.928,118.248
bmse000331,2.511,40.141
bmse000331,2.87,28.548
bmse000332,7.463,132.171
bmse000332,7.365,132.151
bmse000332,7.405,129.399
bmse000332,7.36,129.37
bmse000333,3.316,39.44
bmse000333,2.385,40.024
bmse000334,6.797,125.198
bmse000334,6.809,123.132
bmse000334,6.82,116.161
bmse000334,2.241,17.829
bmse000335,2.449,51.015
bmse000335,1.335,28.3
bmse000336,6.932,121.77
bmse000336,6.828,116.858
bmse000337,7.707,141.955
bmse000337,7.178,133.208
bmse000337,6.928,118.24
bmse000337,3.924,58.271
bmse000337,3.104,37.356
bmse000338,4.053,73.601
bmse000338,1.533,45.699
bmse000338,1.757,26.515
bmse000338,0.934,25.22
bmse000338,0.935,23.207
bmse000339,7.26,132.196
bmse000339,6.874,123.868
bmse000339,6.816,118.316
bmse000339,6.803,115.785
bmse000339,3.493,47.17
bmse000340,2.99,42.099
bmse000340,2.279,37.29
bmse000340,1.886,26.483
bmse000341,8.104,146.093
bmse000341,8.09,140.602
bmse000341,6.622,120.322
bmse000342,4.134,53.726
bmse000342,2.997,35.925
bmse000342,2.807,35.924
bmse000343,7.44,129.464
bmse000343,6.83,116.181
bmse000343,7.326,109.871
bmse000343,3.85,55.121
bmse000344,3.205,43.154
bmse000344,2.259,36.666
bmse000344,1.841,27.431
bmse000345,2.19,39.691
bmse000345,1.537,
bmse000345,,30.386
bmse000345,1.311,24.548
bmse000345,0.899,15.75
bmse000346,4.517,80.49
bmse000347,7.681,137.97
bmse000347,7.322,133.549
bmse000347,7.617,130.802
bmse000347,6.562,126.973
bmse000347,7.016,123.177
bmse000347,6.991,118.955
bmse000349,8.253,155.225
bmse000349,8.383,143.362
bmse000349,6.127,91.033
bmse000349,4.458,87.899
bmse000349,4.838,75.96
bmse000349,4.74,75.712
bmse000349,3.924,63.876
bmse000350,7.228,132.201
bmse000350,6.853,123.811
bmse000350,6.793,118.248
bmse000350,6.745,114.756
bmse000350,2.312,22.71
bmse000351,2.186,40.148
bmse000351,1.289,33.455
bmse000351,1.566,28.127
bmse000351,1.329,24.175
bmse000351,0.89,15.73
bmse000352,4.016,58.898
bmse000352,2.961,43.341
bmse000352,1.149,14.097
bmse000353,3.742,56.903
bmse000353,3.195,41.559
bmse000353,1.881,32.516
bmse000353,1.567,30.45
bmse000353,1.992,24.434
bmse000353,1.411,24.09
bmse000354,2.193,40.048
bmse000354,1.313,31.117
bmse000354,1.577,28.29
bmse000355,8.772,154.491
bmse000355,3.813,64.343
bmse000355,3.035,30.903
bmse000355,2.366,15.891
bmse000356,7.881,133.594
bmse000356,7.032,116.128
bmse000356,3.885,57.728
bmse000358,6.913,119.829
bmse000358,6.945,118.997
bmse000358,6.744,117.577
bmse000360,3.877,64.621
bmse000360,3.719,48.846
bmse000361,4.026,75.999
bmse000361,1.728,29.616
bmse000361,0.93,11.193
bmse000362,3.71,62.452
bmse000362,2.454,24.106
bmse000363,4.238,51.722
bmse000364,7.097,127.199
bmse000364,7.261,114.667
bmse000364,6.721,113.69
bmse000364,6.945,105.046
bmse000364,3.486,36.259
bmse000365,7.066,120.979
bmse000365,6.885,118.687
bmse000365,4.991,103.598
bmse000365,3.582,78.498
bmse000365,3.546,75.454
bmse000365,3.503,71.614
bmse000365,3.933,63.152
bmse000365,3.766,63.099
bmse000367,4.061,46.411
bmse000368,6.344,130.478
bmse000368,6.417,124.303
bmse000369,5.611,137.433
bmse000369,5.407,127.369
bmse000369,3.621,63.843
bmse000369,2.32,31.78
bmse000369,2.078,22.71
bmse000369,0.955,15.794
bmse000370,2.346,33.956
bmse000370,1.26,31.945
bmse000370,1.269,29.06
bmse000370,1.63,24.296
bmse000370,1.285,22.085
bmse000370,0.875,13.622
bmse000371,3.886,58.962
bmse000371,3.253,51.316
bmse000372,3.256,44.944
bmse000372,2.482,38.039
bmse000372,1.775,32.324
bmse000372,1.621,30.459
bmse000372,1.645,24.824
bmse000373,2.049,51.439
bmse000373,1.946,30.208
bmse000373,0.904,26.209
bmse000375,2.041,55.817
bmse000375,2.356,50.917
bmse000375,1.984,50.921
bmse000375,1.857,35.582
bmse000375,1.904,34.09
bmse000375,1.342,34.104
bmse000375,2.063,27.922
bmse000375,1.371,27.922
bmse000375,2.142,25.813
bmse000375,1.011,22.307
bmse000375,0.916,21.203
bmse000375,0.853,18.751
bmse000376,3.967,58.259
bmse000376,2.238,36.65
bmse000376,1.935,31.76
bmse000377,7.447,131.486
bmse000377,7.374,131.496
bmse000377,7.376,130.018
bmse000377,3.299,42.926
bmse000377,3.027,35.269
bmse000378,2.182,40.125
bmse000378,1.316,31.077
bmse000378,1.558,28.284
bmse000379,3.945,57.83
bmse000379,3.415,57.627
bmse000380,4.103,54.05
bmse000380,3.539,53.248
bmse000380,3.291,53.235
bmse000381,4.138,79.248
bmse000381,4.396,77.789
bmse000381,1.211,23.579
bmse000381,1.039,20.612
bmse000382,4.115,57.629
bmse000382,2.24,36.668
bmse000382,2.066,31.041
bmse000382,1.885,31.095
bmse000382,2.045,24.305
bmse000383,2.62,50.582
bmse000383,2.108,26.108
bmse000383,0.954,24.09
bmse000383,0.941,24.097
bmse000384,3.798,47.091
bmse000385,6.888,123.642
bmse000385,6.963,118.943
bmse000387,7.427,148.119
bmse000387,6.909,125.092
bmse000387,6.776,118.513
bmse000387,6.977,117.438
bmse000387,6.159,116.722
bmse000387,3.763,75.191
bmse000387,5.218,73.492
bmse000387,4.156,72.836
bmse000387,2.102,40.754
bmse000387,1.918,40.741
bmse000387,2.048,39.372
bmse000387,1.939,39.346
bmse000388,3.417,40.155
bmse000388,3.048,35.957
bmse000389,7.076,111.979
bmse000390,3.733,58.253
bmse000390,1.92,26.208
bmse000390,1.001,10.872
bmse000391,7.422,130.808
bmse000391,7.492,129.49
bmse000392,6.288,131.762
bmse000392,6.241,130.813
bmse000392,5.841,130.813
bmse000394,3.011,41.563
bmse000394,2.208,39.441
bmse000394,1.69,28.989
bmse000394,1.391,27.645
bmse000394,1.605,27.607
bmse000395,7.261,132.973
bmse000395,7.379,130.839
bmse000395,3.523,46.103
bmse000396,7.498,131.481
bmse000396,7.452,131.301
bmse000396,7.476,128.625
bmse000396,5.098,71.008
bmse000396,3.336,56.887
bmse000396,2.803,35.255
bmse000397,3.878,56.059
bmse000397,3.038,50.591
bmse000397,2.762,38.737
bmse000397,2.319,26.216
bmse000398,1.241,17.617
bmse000399,4.195,65.219
bmse000399,4.08,65.231
bmse000399,3.958,58.244
bmse000400,2.918,48.026
bmse000400,1.278,10.995
bmse000401,3.757,56.888
bmse000401,1.924,32.492
bmse000401,1.487,22.703
bmse000402,2.163,42.215
bmse000402,1.565,21.972
bmse000402,0.902,15.726
bmse000403,4.155,53.383
bmse000403,4.023,51.321
bmse000403,1.367,19.297
bmse000403,1.536,19.118
bmse000404,6.893,121.026
bmse000404,6.972,118.864
bmse000404,6.991,116.228
bmse000404,4.911,71.547
bmse000404,3.257,47.774
bmse000405,2.403,43.67
bmse000405,1.879,29.128
bmse000405,1.732,26.517
bmse000406,2.199,39.565
bmse000406,1.803,25.567
bmse000407,7.46,131.451
bmse000407,7.436,130.097
bmse000407,7.388,130.129
bmse000407,4.657,66.354
bmse000408,7.655,134.664
bmse000408,7.564,131.504
bmse000408,7.843,129.439
bmse000408,3.981,46.423
bmse000409,7.269,126.595
bmse000409,7.261,123.811
bmse000409,7.181,121.374
bmse000409,7.767,121.022
bmse000409,7.519,114.034
bmse000409,4.354,74.988
bmse000409,3.278,32.465
bmse000409,3.091,32.469
bmse000410,7.688,135.706
bmse000410,7.406,127.403
bmse000410,7.986,126.603
bmse000410,7.608,121.646
bmse000410,6.729,110.615
bmse000411,3.739,57.191
bmse000411,1.868,32.469
bmse000411,1.365,28.974
bmse000411,1.36,24.117
bmse000411,0.911,15.401
bmse000412,7.138,132.773
bmse000412,7.084,130.027
bmse000412,6.856,123.101
bmse000412,6.821,118.206
bmse000412,2.407,40.082
bmse000412,2.765,28.824
bmse000413,7.428,131.133
bmse000413,7.378,130.69
bmse000413,7.355,129.376
bmse000413,4.09,65.982
bmse000413,3.882,65.969
bmse000413,3.712,59.272
bmse000414,7.803,131.484
bmse000414,7.331,131.474
bmse000414,2.405,22.723
bmse000415,7.197,133.098
bmse000415,6.511,109.882
bmse000415,6.453,105.012
bmse000417,8.331,140.597
bmse000417,7.811,132.916
bmse000417,8.063,130.786
bmse000417,7.896,130.132
bmse000417,7.632,130.132
bmse000417,7.905,122.469
bmse000420,6.856,122.442
bmse000420,6.884,119.371
bmse000420,6.964,118.604
bmse000421,7.339,142.654
bmse000421,1.94,14.461
bmse000422,7.69,159.402
bmse000422,7.261,127.299
bmse000422,6.695,127.275
bmse000422,6.948,118.328
bmse000422,7.314,114.062
bmse000422,3.906,58.265
bmse000423,4.405,55.477
bmse000423,2.707,42.22
bmse000423,2.506,42.226
bmse000423,2.032,24.115
bmse000424,2.201,39.893
bmse000424,1.559,28.27
bmse000425,3.46,38.019
bmse000425,2.688,31.783
bmse000426,3.271,62.0
bmse000428,2.743,49.192
bmse000428,2.436,49.185
bmse000428,1.334,27.586
bmse000429,3.744,56.883
bmse000429,2.25,39.425
bmse000429,1.871,32.48
bmse000429,1.648,24.124
bmse000430,3.891,56.151
bmse000430,2.166,37.297
bmse000430,2.667,22.011
bmse000431,3.638,72.904
bmse000431,1.877,36.66
bmse000431,1.246,36.6
bmse000431,1.558,27.57
bmse000431,1.161,27.555
bmse000431,1.725,26.197
bmse000431,1.293,26.185
bmse000432,8.543,151.024
bmse000432,7.904,140.551
bmse000432,7.483,126.973
bmse000433,7.233,133.593
bmse000433,7.17,129.415
bmse000433,6.932,123.142
bmse000433,6.92,117.556
bmse000433,2.23,17.858
bmse000434,3.756,66.65
bmse000434,4.576,61.045
bmse000434,3.242,56.155
bmse000434,2.171,22.725
bmse000435,6.676,141.244
bmse000435,5.887,130.786
bmse000435,3.096,43.129
bmse000436,6.967,123.838
bmse000436,6.966,118.216
bmse000436,7.081,115.384
bmse000436,3.885,58.264
bmse000437,5.398,65.903
bmse000438,7.836,132.858
bmse000438,7.486,130.785
bmse000439,2.404,39.432
bmse000439,1.078,21.955
bmse000440,3.797,75.015
bmse000440,3.789,72.94
bmse000440,4.446,69.602
bmse000440,3.854,65.241
bmse000440,3.688,65.23
bmse000440,3.908,60.782
bmse000441,7.288,132.19
bmse000441,6.927,118.24
bmse000441,3.841,24.101
bmse000442,3.747,56.928
bmse000442,3.119,41.743
bmse000442,1.884,32.471
bmse000442,1.549,31.073
bmse000442,1.41,24.096
bmse000443,7.598,144.047
bmse000443,4.365,58.937
bmse000445,4.002,78.465
bmse000445,3.532,70.817
bmse000445,3.413,70.801
bmse000445,3.653,61.747
bmse000445,3.326,38.045
bmse000445,1.786,33.181
bmse000445,0.95,22.74
bmse000445,0.916,21.337
bmse000446,3.567,65.929
bmse000446,1.557,26.909
bmse000446,0.903,12.062
bmse000447,3.614,63.859
bmse000447,1.536,35.958
bmse000447,1.355,20.623
bmse000447,0.911,15.402
bmse000448,7.84,138.466
bmse000448,7.119,118.987
bmse000448,3.865,63.17
bmse000448,3.682,63.17
bmse000448,3.637,55.399
bmse000448,2.988,29.007
bmse000449,7.655,140.958
bmse000449,7.012,122.203
bmse000449,3.982,57.486
bmse000449,3.699,35.885
bmse000449,3.18,31.077
bmse000449,3.08,31.08
bmse000450,3.867,56.179
bmse000450,2.17,32.054
bmse000450,2.653,31.082
bmse000450,2.146,16.414
bmse000451,3.158,52.703
bmse000451,1.989,32.507
bmse000451,1.344,32.507
bmse000451,1.657,26.879
bmse000451,1.182,26.885
bmse000451,1.814,26.193
bmse000451,1.337,26.186
bmse000452,2.651,57.921
bmse000452,3.361,35.958
bmse000453,4.237,56.141
bmse000453,2.681,42.911
bmse000453,2.459,42.911
bmse000454,8.879,153.878
bmse000454,8.564,150.084
bmse000454,9.042,146.905
bmse000455,7.181,132.87
bmse000455,6.877,117.567
bmse000455,3.463,45.718
bmse000457,7.286,128.66
bmse000457,7.418,115.417
bmse000457,6.871,114.132
bmse000457,7.152,105.006
bmse000457,4.031,57.585
bmse000457,3.419,28.994
bmse000457,3.243,28.999
bmse000458,7.154,132.878
bmse000458,6.841,117.502
bmse000458,2.27,22.015
bmse000459,7.32,140.681
bmse000459,7.092,121.832
bmse000459,6.386,121.147
bmse000459,6.905,115.174
bmse000459,7.185,110.716
bmse000459,3.894,55.626
bmse000460,6.412,139.49
bmse000460,5.955,125.95
bmse000461,7.303,132.188
bmse000461,6.893,119.288
bmse000462,6.802,120.333
bmse000462,6.787,118.235
bmse000463,7.048,141.239
bmse000463,6.204,134.97
bmse000464,3.865,70.752
bmse000464,3.618,70.752
bmse000464,5.615,69.429
bmse000464,3.204,56.295
bmse000464,2.669,42.765
bmse000464,2.516,42.852
bmse000464,2.152,22.884
bmse000465,7.727,137.094
bmse000465,7.895,131.477
bmse000465,7.599,131.493
bmse000465,7.585,129.4
bmse000466,3.352,57.385
bmse000466,2.589,38.463
bmse000466,2.418,38.399
bmse000466,1.957,32.462
bmse000466,1.009,19.94
bmse000467,7.538,153.802
bmse000467,6.982,153.083
bmse000467,1.852,17.012
bmse000467,1.872,12.976
bmse000468,3.18,41.539
bmse000468,2.214,37.329
bmse000468,1.76,27.579
bmse000468,1.994,24.155
bmse000469,3.381,77.079
bmse000469,1.942,34.97
bmse000469,1.265,34.944
bmse000469,1.685,26.18
bmse000469,1.257,26.218
bmse000471,5.067,90.718
bmse000472,5.731,123.841
bmse000472,0.981,52.725
bmse000472,1.742,49.879
bmse000472,2.032,35.278
bmse000472,1.707,35.267
bmse000472,1.606,35.267
bmse000472,2.392,33.845
bmse000472,2.695,33.155
bmse000472,1.6,33.204
bmse000472,2.409,32.475
bmse000472,2.297,32.399
bmse000472,1.878,31.727
bmse000472,1.117,31.825
bmse000472,1.733,29.689
bmse000472,1.425,29.683
bmse000472,2.273,27.616
bmse000472,1.836,23.415
bmse000472,1.365,23.421
bmse000472,1.647,20.038
bmse000472,1.411,20.064
bmse000472,1.191,17.083
bmse000472,0.753,15.043
bmse000473,7.044,122.387
bmse000473,7.204,121.693
bmse000473,7.126,118.917
bmse000473,7.616,118.571
bmse000473,7.348,111.195
bmse000473,3.896,62.431
bmse000473,3.024,28.255
bmse000474,5.965,129.349
bmse000474,2.049,29.062
bmse000474,2.225,21.035
bmse000475,6.695,123.807
bmse000475,6.802,119.303
bmse000475,6.845,118.643
bmse000475,2.229,22.057
bmse000476,5.336,121.345
bmse000476,3.517,71.805
bmse000476,2.521,63.48
bmse000476,1.141,57.185
bmse000476,0.98,50.212
bmse000476,2.265,42.547
bmse000476,2.047,39.073
bmse000476,1.452,39.063
bmse000476,1.848,37.402
bmse000476,1.092,37.356
bmse000476,1.996,32.039
bmse000476,1.525,31.895
bmse000476,2.118,31.366
bmse000476,1.842,31.442
bmse000476,1.688,24.444
bmse000476,1.239,24.444
bmse000476,2.167,23.039
bmse000476,1.653,23.024
bmse000476,1.622,21.014
bmse000476,1.467,20.984
bmse000476,1.004,19.534
bmse000476,0.624,13.282
bmse000477,5.348,121.451
bmse000477,3.52,71.535
bmse000477,0.987,56.193
bmse000477,1.101,55.502
bmse000477,0.928,49.939
bmse000477,0.927,45.743
bmse000477,2.256,42.218
bmse000477,2.014,39.421
bmse000477,1.158,39.448
bmse000477,1.846,36.993
bmse000477,1.077,37.007
bmse000477,1.347,35.926
bmse000477,1.315,33.8
bmse000477,1.016,33.839
bmse000477,1.975,31.755
bmse000477,1.495,31.766
bmse000477,1.827,31.086
bmse000477,1.663,28.996
bmse000477,1.84,28.15
bmse000477,1.253,28.184
bmse000477,1.158,25.527
bmse000477,1.574,24.107
bmse000477,1.068,24.084
bmse000477,1.25,22.701
bmse000477,1.477,20.623
bmse000477,0.834,19.352
bmse000477,1.007,19.186
bmse000477,0.922,18.509
bmse000477,0.813,18.509
bmse000477,0.845,11.569
bmse000477,0.679,11.543
bmse000479,7.293,131.483
bmse000479,7.379,130.782
bmse000479,7.312,129.358
bmse000479,4.455,58.965
bmse000479,3.203,40.145
bmse000479,2.931,40.139
bmse000479,1.926,24.1
bmse000480,1.263,31.737
bmse000480,1.265,28.983
bmse000480,1.288,22.45
bmse000480,0.883,13.693
bmse000481,7.374,129.293
bmse000481,7.221,125.348
bmse000481,7.08,121.018
bmse000481,2.292,20.591
bmse000482,5.732,123.808
bmse000482,2.538,63.163
bmse000482,1.177,55.502
bmse000482,0.985,53.403
bmse000482,2.072,38.086
bmse000482,1.451,38.059
bmse000482,2.042,35.263
bmse000482,1.713,35.263
bmse000482,1.566,35.279
bmse000482,2.446,33.866
bmse000482,2.401,33.841
bmse000482,2.334,33.834
bmse000482,2.401,32.494
bmse000482,2.282,32.487
bmse000482,1.866,31.783
bmse000482,1.06,31.783
bmse000482,2.126,31.086
bmse000482,1.729,24.113
bmse000482,1.274,24.113
bmse000482,2.191,22.674
bmse000482,1.683,22.679
bmse000482,1.629,20.634
bmse000482,1.457,20.634
bmse000482,1.19,17.146
bmse000482,0.669,12.96
bmse000483,4.305,59.755
bmse000483,2.419,32.174
bmse000483,2.54,27.56
bmse000483,2.124,27.584
bmse000483,4.295,27.707
bmse000484,5.125,123.806
bmse000484,1.98,39.387
bmse000484,2.016,27.928
bmse000484,2.071,27.236
bmse000484,1.678,25.492
bmse000484,1.6,17.119
bmse000484,1.6,15.73
bmse000485,2.344,33.834
bmse000485,1.258,31.761
bmse000485,1.257,28.979
bmse000485,1.63,24.115
bmse000485,1.284,21.989
bmse000485,0.879,13.62
bmse000486,7.353,122.454
bmse000486,6.832,114.35
bmse000486,7.422,112.705
bmse000486,3.804,55.52
bmse000487,3.635,63.206
bmse000487,1.554,32.661
bmse000487,1.258,32.023
bmse000487,1.257,29.375
bmse000487,1.344,26.007
bmse000487,1.284,22.697
bmse000487,0.881,14.055
bmse000488,7.257,122.966
bmse000488,7.208,122.861
bmse000488,7.185,120.193
bmse000488,7.587,118.218
bmse000488,7.393,111.598
bmse000488,3.831,14.595
bmse000489,1.088,56.469
bmse000489,1.011,56.453
bmse000489,0.724,53.807
bmse000489,1.521,46.547
bmse000489,2.261,44.585
bmse000489,2.075,44.577
bmse000489,1.994,39.889
bmse000489,1.144,39.807
bmse000489,1.341,38.563
bmse000489,2.01,38.563
bmse000489,2.325,38.144
bmse000489,0.988,36.2
bmse000489,0.906,35.869
bmse000489,1.358,35.79
bmse000489,1.699,31.883
bmse000489,0.896,31.883
bmse000489,1.326,29.233
bmse000489,1.248,28.535
bmse000489,1.817,28.542
bmse000489,1.509,27.909
bmse000489,1.573,24.306
bmse000489,1.047,24.303
bmse000489,1.326,23.932
bmse000489,1.137,23.917
bmse000489,0.864,22.702
bmse000489,1.524,21.28
bmse000489,1.372,21.28
bmse000489,0.905,18.659
bmse000489,0.677,11.981
bmse000489,1.008,11.37
bmse000490,2.532,63.762
bmse000490,1.174,56.459
bmse000490,0.792,53.803
bmse000490,1.538,46.511
bmse000490,2.272,44.496
bmse000490,2.091,44.488
bmse000490,1.423,39.198
bmse000490,1.364,38.538
bmse000490,2.027,38.532
bmse000490,2.371,38.059
bmse000490,1.419,35.31
bmse000490,1.727,31.884
bmse000490,0.945,31.887
bmse000490,2.119,31.497
bmse000490,1.337,28.778
bmse000490,1.677,24.586
bmse000490,1.204,24.586
bmse000490,2.173,22.716
bmse000490,1.652,22.716
bmse000490,1.639,21.259
bmse000490,1.402,21.259
bmse000490,0.636,13.296
bmse000490,1.015,11.302
bmse000491,3.071,56.765
bmse000491,1.947,44.795
bmse000491,1.723,39.483
bmse000491,2.011,27.52
bmse000491,1.904,27.525
bmse000491,1.292,26.433
bmse000491,2.0,25.527
bmse000491,1.617,25.522
bmse000491,1.344,22.222
bmse000491,0.94,19.573
bmse000493,4.23,68.73
bmse000493,2.643,34.178
bmse000493,1.862,29.088
bmse000493,1.772,28.619
bmse000493,1.769,22.864
bmse000494,5.19,135.131
bmse000494,5.185,131.771
bmse000494,5.564,119.189
bmse000494,5.376,115.716
bmse000494,3.63,70.02
bmse000494,1.256,55.429
bmse000494,1.889,54.1
bmse000494,1.959,46.127
bmse000494,1.847,42.585
bmse000494,2.454,40.428
bmse000494,2.284,40.422
bmse000494,2.034,40.152
bmse000494,2.05,38.815
bmse000494,1.254,38.785
bmse000494,1.886,38.124
bmse000494,1.314,38.087
bmse000494,1.475,32.835
bmse000494,1.881,31.506
bmse000494,1.482,31.513
bmse000494,1.75,28.182
bmse000494,1.292,28.174
bmse000494,1.647,22.852
bmse000494,1.36,22.852
bmse000494,1.704,20.889
bmse000494,1.584,20.889
bmse000494,1.03,20.892
bmse000494,0.833,19.564
bmse000494,0.917,17.482
bmse000494,0.945,16.02
bmse000494,0.631,11.592
bmse000495,3.25,85.041
bmse000495,1.673,47.852
bmse000495,1.45,41.204
bmse000495,1.117,41.197
bmse000495,0.981,30.622
bmse000495,1.642,26.0
bmse000495,1.413,25.941
bmse000495,1.592,25.25
bmse000495,1.009,25.243
bmse000495,0.853,20.259
bmse000495,1.079,19.428
bmse000496,7.586,134.71
bmse000496,7.37,127.475
bmse000496,7.481,126.911
bmse000496,7.763,123.819
bmse000496,2.697,36.475
bmse000496,3.149,26.018
bmse000497,5.369,129.855
bmse000497,5.347,127.818
bmse000497,2.347,33.543
bmse000497,1.301,31.323
bmse000497,1.321,28.866
bmse000497,2.049,26.859
bmse000497,2.772,25.528
bmse000497,1.641,24.206
bmse000497,1.303,22.216
bmse000497,0.891,13.551
bmse000498,4.102,67.397
bmse000498,0.873,47.455
bmse000498,1.834,42.134
bmse000498,1.087,42.126
bmse000498,1.72,34.844
bmse000498,0.869,34.83
bmse000498,1.525,28.856
bmse000498,1.715,25.536
bmse000498,1.668,23.881
bmse000498,1.276,23.887
bmse000498,0.87,22.232
bmse000498,0.919,20.857
bmse000498,0.958,20.195
bmse000499,2.349,33.5
bmse000499,1.274,31.516
bmse000499,1.299,28.855
bmse000499,1.634,24.23
bmse000499,1.286,22.207
bmse000499,0.881,13.584
bmse000500,6.755,144.477
bmse000500,4.781,109.947
bmse000500,2.588,42.885
bmse000500,2.353,42.864
bmse000500,2.691,42.209
bmse000500,2.368,30.963
bmse000500,1.756,20.288
bmse000500,1.788,15.652
bmse000501,6.105,134.452
bmse000501,6.28,133.094
bmse000501,6.092,127.141
bmse000501,6.161,123.847
bmse000501,6.639,122.585
bmse000501,5.609,121.816
bmse000501,4.731,58.062
bmse000501,1.464,36.808
bmse000501,2.306,31.5
bmse000501,2.015,30.184
bmse000501,1.261,28.852
bmse000501,1.263,26.204
bmse000501,1.021,26.153
bmse000501,1.621,22.206
bmse000501,1.285,19.545
bmse000501,1.71,18.88
bmse000501,1.614,16.221
bmse000501,0.88,10.932
bmse000501,1.958,9.589
bmse000501,1.89,9.578
bmse000502,2.35,36.603
bmse000502,1.28,31.469
bmse000502,1.32,28.867
bmse000502,1.636,24.461
bmse000502,1.283,22.369
bmse000502,0.884,13.853
bmse000503,7.11,128.887
bmse000503,7.116,126.181
bmse000503,2.869,33.501
bmse000503,1.235,23.925
bmse000503,2.316,20.744
bmse000504,5.374,120.663
bmse000504,1.995,31.282
bmse000504,2.738,29.245
bmse000504,2.323,26.473
bmse000504,1.665,23.307
bmse000504,1.658,22.64
bmse000504,1.694,19.617
bmse000506,7.588,126.987
bmse000506,7.433,128.594
bmse000506,7.338,127.175
bmse000507,6.232,122.052
bmse000507,6.031,117.231
bmse000507,5.047,111.953
bmse000507,4.818,111.953
bmse000507,3.946,68.758
bmse000507,1.274,56.489
bmse000507,1.978,56.034
bmse000507,2.571,45.52
